TEAM_ID,MISSION_TIME,PACKET_COUNT,MODE,STATE,ALTITUDE,HS_DEPLOYED,PC_DEPLOYED,MAST_RAISED,TEMPERATURE,PRESSURE,VOLTAGE,GPS_TIME,GPS_ALTITUDE,GPS_LATITUDE,GPS_LONGITUDE,GPS_SATS,TILT_X,TILT_Y,CMD_ECHO
1008.0,0:3:11,143.0,F,SOff,0.43,N,N,N,29.5,952.9,7.69,0:2:51,0.0,0.0,-0.0,0.0,-5.86,-45.58,ST
1008.0,0:3:12,144.0,F,SOff,0.39,N,N,N,29.52,952.91,7.73,0:2:52,0.0,0.0,-0.0,0.0,6.96,-43.1,ST
1008.0,0:3:13,145.0,F,SOff,0.42,N,N,N,29.54,952.9,7.69,0:2:53,0.0,0.0,-0.0,0.0,18.32,-44.39,ST
1008.0,0:3:14,146.0,F,SOff,0.44,N,N,N,29.56,952.9,7.71,0:2:54,0.0,0.0,-0.0,0.0,12.99,-50.17,ST
1008.0,0:3:15,147.0,F,SOff,0.46,N,N,N,29.58,952.9,7.71,0:2:55,0.0,0.0,-0.0,0.0,14.46,-49.94,ST
1008.0,0:3:16,148.0,F,SOff,0.46,N,N,N,29.6,952.9,7.71,0:2:56,0.0,0.0,-0.0,0.0,8.11,-49.1,ST
1008.0,0:3:17,149.0,F,SOff,0.47,N,N,N,29.62,952.9,7.69,0:2:57,0.0,0.0,-0.0,0.0,-2.37,-52.95,ST
1008.0,0:3:18,150.0,F,SOff,0.47,N,N,N,29.64,952.9,7.71,0:2:58,0.0,0.0,-0.0,0.0,11.03,-56.17,ST
1008.0,0:3:19,151.0,F,SOff,0.41,N,N,N,29.66,952.9,7.69,0:2:59,0.0,0.0,-0.0,0.0,8.26,-56.09,ST
1008.0,0:3:20,152.0,F,SOff,0.4,N,N,N,29.68,952.91,7.69,0:3:0,0.0,0.0,-0.0,0.0,7.5,-51.44,ST
1008.0,0:3:21,153.0,F,SOff,0.39,N,N,N,29.7,952.91,7.69,0:3:1,0.0,0.0,-0.0,0.0,5.16,-49.86,ST
1008.0,0:3:22,154.0,F,SOff,0.33,N,N,N,29.72,952.91,7.67,0:3:2,0.0,0.0,-0.0,0.0,2.39,-50.45,ST
1008.0,0:3:23,155.0,F,SOff,0.32,N,N,N,29.74,952.91,7.71,0:3:3,0.0,0.0,-0.0,0.0,10.93,-43.15,ST
1008.0,0:3:24,156.0,F,SOff,0.31,N,N,N,29.76,952.91,7.71,0:3:4,0.0,0.0,-0.0,0.0,16.96,-41.52,ST
1008.0,0:3:25,157.0,F,SOff,0.29,N,N,N,29.78,952.92,7.67,0:3:5,0.0,0.0,-0.0,0.0,20.58,-38.62,ST
1008.0,0:3:26,158.0,F,SOff,0.25,N,N,N,29.8,952.92,7.71,0:3:6,0.0,0.0,-0.0,0.0,6.43,-47.38,ST
1008.0,0:3:27,159.0,F,SOff,0.23,N,N,N,29.82,952.92,7.69,0:3:7,0.0,0.0,-0.0,0.0,3.1,-52.26,ST
1008.0,0:3:28,160.0,F,SOff,0.17,N,N,N,29.84,952.93,7.71,0:3:8,0.0,0.0,-0.0,0.0,11.9,-47.66,ST
1008.0,0:3:29,161.0,F,SOff,0.14,N,N,N,29.86,952.93,7.67,0:3:9,0.0,0.0,-0.0,0.0,11.63,-55.69,ST
1008.0,0:3:30,162.0,F,SOff,0.12,N,N,N,29.88,952.94,7.69,0:3:10,0.0,0.0,-0.0,0.0,5.42,-50.68,ST
1008.0,0:3:31,163.0,F,SOff,0.1,N,N,N,29.9,952.94,7.69,0:3:11,0.0,0.0,-0.0,0.0,-0.51,-48.94,ST
1008.0,0:3:32,164.0,F,SOff,0.1,N,N,N,29.92,952.94,7.71,0:3:12,0.0,0.0,-0.0,0.0,5.71,-44.01,ST
1008.0,0:3:33,165.0,F,SOff,0.04,N,N,N,29.94,952.94,7.69,0:3:13,0.0,0.0,-0.0,0.0,18.68,-45.96,ST
1008.0,0:3:34,166.0,F,SOff,0.04,N,N,N,29.96,952.95,7.69,0:3:14,0.0,0.0,-0.0,0.0,7.19,-52.87,ST
1008.0,0:3:35,167.0,F,SOff,0.04,N,N,N,29.98,952.95,7.71,17:28:44,0.0,0.0,-0.0,0.0,5.45,-52.74,ST
